Asset_ID,MUTCD_Code,Description,Sign_Category,Legend_Text,Latitude,Longitude,Road_Name,Intersection_With,Condition_Rating,Status,Install_Date,Sheeting_Type,Sheeting_Manufacturer,Facing_Direction,Side_of_Road,Mount_Height,Measured_Value,Passes_Minimum,Replacement_Cost,Support_Tag,Support_Type,Support_Material,Support_Height_Inches,Support_Condition,Support_Status,Support_Install_Date
SGN-0540,D1-1,Street Name Sign,guide,ASH ST,39.797444,-89.642732,Jefferson St,Ash St,3,active,02/01/2016,Type III,Avery Dennison,90,W,85,,,,SUP-0231,wood,wood,97,2,leaning,03/29/2012
SGN-0541,R6-1,One Way (arrow),regulatory,ONE WAY,39.799913,-89.648846,11th St,Spring St,1,missing,09/25/2014,Type I,3M,0,S,84,39,false,286,SUP-0232,round_tube,aluminum,81,3,active,01/27/2013
SGN-0542,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.799913,-89.648846,11th St,Spring St,1,faded,01/27/2013,Type I,3M,90,W,85,32,false,167,SUP-0232,round_tube,aluminum,81,3,active,01/27/2013
SGN-0543,R1-1,STOP,regulatory,STOP,39.813163,-89.630038,Black Ave,Lawrence Ave,2,active,10/14/2013,Type III,3M,0,S,88,153,true,323,SUP-0233,square_tube,galvanized_steel,97,1,leaning,10/14/2013
SGN-0544,D1-1,Street Name Sign,guide,LAWRENCE AVE,39.813163,-89.630038,Black Ave,Lawrence Ave,1,missing,12/04/2015,Type I,3M,0,S,80,,,147,SUP-0233,square_tube,galvanized_steel,97,1,leaning,10/14/2013
SGN-0545,R1-1,STOP,regulatory,STOP,39.795846,-89.642443,Jefferson St,Monroe St,5,active,12/27/2021,Type III,3M,180,N,88,,,,SUP-0234,square_tube,aluminum,83,4,active,11/12/2018
SGN-0546,R1-3,Multi-Way Stop Plaque,regulatory,,39.795846,-89.642443,Jefferson St,Monroe St,2,active,11/12/2018,Type XI,Avery Dennison,90,W,84,,,297,SUP-0234,square_tube,aluminum,83,4,active,11/12/2018
SGN-0547,D1-1,Street Name Sign,guide,MONROE ST,39.795846,-89.642443,Jefferson St,Monroe St,2,obscured,11/12/2018,Type XI,3M,180,N,80,,,348,SUP-0234,square_tube,aluminum,83,4,active,11/12/2018
SGN-0548,R1-1,STOP,regulatory,STOP,39.819033,-89.634789,White Oaks Ln,Old Jacksonville Rd,3,active,12/27/2017,Type I,3M,180,N,75,,,,SUP-0235,u_channel,galvanized_steel,89,3,active,06/26/2015
SGN-0549,D1-1,Street Name Sign,guide,OLD JACKSONVILLE RD,39.819033,-89.634789,White Oaks Ln,Old Jacksonville Rd,3,active,06/26/2015,Type III,Avery Dennison,270,E,81,,,,SUP-0235,u_channel,galvanized_steel,89,3,active,06/26/2015
SGN-0550,R1-1,STOP,regulatory,STOP,39.797372,-89.641474,Jefferson St,2nd St,5,active,08/27/2023,Type XI,Avery Dennison,180,N,90,679,true,,SUP-0236,u_channel,aluminum,79,5,active,08/27/2023
SGN-0551,R1-3,Multi-Way Stop Plaque,regulatory,,39.797372,-89.641474,Jefferson St,2nd St,5,active,08/27/2023,Type XI,Avery Dennison,0,S,81,586,true,,SUP-0236,u_channel,aluminum,79,5,active,08/27/2023
SGN-0552,R1-1,STOP,regulatory,STOP,39.798033,-89.640575,MacArthur Blvd,Chatham Rd,5,active,06/17/2023,Type XI,3M,0,S,87,,,,SUP-0237,square_tube,galvanized_steel,87,4,active,06/17/2023
SGN-0553,D1-1,Street Name Sign,guide,CHATHAM RD,39.798033,-89.640575,MacArthur Blvd,Chatham Rd,4,obscured,06/17/2023,Type IX,Avery Dennison,90,W,80,,,,SUP-0237,square_tube,galvanized_steel,87,4,active,06/17/2023
SGN-0554,R1-1,STOP,regulatory,STOP,39.815472,-89.641906,Veterans Pkwy,Clear Lake Ave,5,active,03/03/2025,Type XI,3M,90,W,81,,,,SUP-0238,wall_mount,aluminum,91,4,active,03/03/2025
SGN-0555,R1-3,Multi-Way Stop Plaque,regulatory,,39.815472,-89.641906,Veterans Pkwy,Clear Lake Ave,4,active,03/03/2025,Type IX,Avery Dennison,270,E,90,,,,SUP-0238,wall_mount,aluminum,91,4,active,03/03/2025
SGN-0556,D1-1,Street Name Sign,guide,CLEAR LAKE AVE,39.815472,-89.641906,Veterans Pkwy,Clear Lake Ave,5,active,03/03/2025,Type IX,3M,270,E,85,,,,SUP-0238,wall_mount,aluminum,91,4,active,03/03/2025
SGN-0557,W14-1,Dead End / No Outlet,warning,,39.807242,-89.638958,Capitol Ave,,2,active,08/14/2018,Type IX,3M,270,E,84,333,true,295,SUP-0239,round_tube,galvanized_steel,79,3,missing,08/11/2016
SGN-0558,D1-1,Street Name Sign,guide,CAPITOL AVE,39.807242,-89.638958,Capitol Ave,,1,active,07/18/2018,Type I,Avery Dennison,180,N,88,,,225,SUP-0239,round_tube,galvanized_steel,79,3,missing,08/11/2016
SGN-0559,R1-1,STOP,regulatory,STOP,39.763320,-89.648703,Wabash Ave,Chatham Rd,3,damaged,11/02/2020,Type XI,Avery Dennison,0,S,84,,,,SUP-0240,round_tube,galvanized_steel,82,4,active,11/02/2020
SGN-0560,R1-3,Multi-Way Stop Plaque,regulatory,,39.763320,-89.648703,Wabash Ave,Chatham Rd,3,active,11/02/2020,Type III,3M,0,S,84,,,,SUP-0240,round_tube,galvanized_steel,82,4,active,11/02/2020
SGN-0561,D1-1,Street Name Sign,guide,CHATHAM RD,39.763320,-89.648703,Wabash Ave,Chatham Rd,5,active,11/02/2020,Type I,Avery Dennison,270,E,83,,,,SUP-0240,round_tube,galvanized_steel,82,4,active,11/02/2020
SGN-0562,R1-1,STOP,regulatory,STOP,39.802201,-89.639133,Spring St,Adams St,3,removed,06/10/2024,Type XI,3M,0,S,86,,,,SUP-0241,u_channel,galvanized_steel,80,5,active,12/27/2021
SGN-0563,R1-3,Multi-Way Stop Plaque,regulatory,,39.802201,-89.639133,Spring St,Adams St,2,faded,03/18/2023,Type III,,0,S,91,,,219,SUP-0241,u_channel,galvanized_steel,80,5,active,12/27/2021
SGN-0564,D1-1,Street Name Sign,guide,ADAMS ST,39.802201,-89.639133,Spring St,Adams St,4,missing,12/27/2021,Type III,,270,E,83,,,,SUP-0241,u_channel,galvanized_steel,80,5,active,12/27/2021
SGN-0565,D1-1,Street Name Sign,guide,ADAMS ST,39.802201,-89.639133,Spring St,Adams St,4,active,12/27/2021,Type III,,90,W,86,,,,SUP-0241,u_channel,galvanized_steel,80,5,active,12/27/2021
SGN-0566,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.798815,-89.642709,6th St,,4,active,01/06/2018,Type III,3M,0,S,90,,,,SUP-0242,u_channel,galvanized_steel,83,2,active,01/06/2018
SGN-0567,D1-1,Street Name Sign,guide,6TH ST,39.798815,-89.642709,6th St,,2,active,01/06/2018,Type IX,3M,90,W,84,317,true,120,SUP-0242,u_channel,galvanized_steel,83,2,active,01/06/2018
SGN-0568,R1-1,STOP,regulatory,STOP,39.803615,-89.657205,Dirksen Pkwy,Koke Mill Rd,4,active,01/03/2023,Type III,3M,270,E,79,,,,SUP-0243,round_tube,galvanized_steel,81,2,leaning,01/03/2023
SGN-0569,R1-3,Multi-Way Stop Plaque,regulatory,,39.803615,-89.657205,Dirksen Pkwy,Koke Mill Rd,3,active,01/03/2023,Type III,Avery Dennison,0,S,88,,,,SUP-0243,round_tube,galvanized_steel,81,2,leaning,01/03/2023
SGN-0570,D1-1,Street Name Sign,guide,KOKE MILL RD,39.803615,-89.657205,Dirksen Pkwy,Koke Mill Rd,4,active,01/03/2023,Type III,Avery Dennison,270,E,93,,,,SUP-0243,round_tube,galvanized_steel,81,2,leaning,01/03/2023
SGN-0571,D1-1,Street Name Sign,guide,KOKE MILL RD,39.803615,-89.657205,Dirksen Pkwy,Koke Mill Rd,5,active,01/03/2023,Type IX,Avery Dennison,0,S,81,,,,SUP-0243,round_tube,galvanized_steel,81,2,leaning,01/03/2023
SGN-0572,R1-1,STOP,regulatory,STOP,39.782979,-89.655958,Walnut St,Capitol Ave,5,damaged,05/01/2024,Type XI,Avery Dennison,0,S,81,,,,SUP-0244,square_tube,aluminum,82,3,active,05/01/2024
SGN-0573,D1-1,Street Name Sign,guide,CAPITOL AVE,39.782979,-89.655958,Walnut St,Capitol Ave,4,active,05/01/2024,Type III,Avery Dennison,180,N,80,,,,SUP-0244,square_tube,aluminum,82,3,active,05/01/2024
SGN-0574,R1-1,STOP,regulatory,STOP,39.837103,-89.683846,Archer Elevator Rd,Toronto Rd,2,damaged,12/22/2016,Type III,Avery Dennison,270,E,85,148,true,152,SUP-0245,square_tube,galvanized_steel,89,3,active,10/29/2011
SGN-0575,D1-1,Street Name Sign,guide,TORONTO RD,39.837103,-89.683846,Archer Elevator Rd,Toronto Rd,2,active,02/14/2016,Type I,3M,0,S,79,,,309,SUP-0245,square_tube,galvanized_steel,89,3,active,10/29/2011
SGN-0576,R1-1,STOP,regulatory,STOP,39.798229,-89.646345,Capitol Ave,6th St,5,obscured,01/01/2022,Type XI,3M,180,N,82,,,,SUP-0246,u_channel,aluminum,78,5,active,01/01/2022
SGN-0577,D1-1,Street Name Sign,guide,6TH ST,39.798229,-89.646345,Capitol Ave,6th St,2,active,01/01/2022,Type XI,3M,90,W,88,,,342,SUP-0246,u_channel,aluminum,78,5,active,01/01/2022
SGN-0578,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.813067,-89.623477,Bruns Ln,Capitol Ave,5,damaged,05/27/2024,Type IX,Avery Dennison,0,S,88,426,true,,SUP-0247,wood,wood,99,5,active,05/27/2024
SGN-0579,D1-1,Street Name Sign,guide,CAPITOL AVE,39.813067,-89.623477,Bruns Ln,Capitol Ave,5,removed,06/23/2025,Type XI,Avery Dennison,0,S,88,705,true,,SUP-0247,wood,wood,99,5,active,05/27/2024
SGN-0580,R6-1,One Way (arrow),regulatory,ONE WAY,39.795657,-89.643666,2nd St,5th St,3,damaged,03/03/2022,Type XI,3M,90,W,85,,,,SUP-0248,u_channel,galvanized_steel,79,5,active,03/03/2022
SGN-0581,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.795657,-89.643666,2nd St,5th St,4,active,03/03/2022,Type XI,3M,180,N,82,646,true,,SUP-0248,u_channel,galvanized_steel,79,5,active,03/03/2022
SGN-0582,R1-1,STOP,regulatory,STOP,39.798089,-89.648665,11th St,Toronto Rd,4,active,07/04/2019,Type XI,3M,90,W,87,645,true,,SUP-0249,u_channel,galvanized_steel,87,4,active,07/04/2019
SGN-0583,R1-3,Multi-Way Stop Plaque,regulatory,,39.798089,-89.648665,11th St,Toronto Rd,4,active,12/23/2021,Type XI,Avery Dennison,180,N,89,,,,SUP-0249,u_channel,galvanized_steel,87,4,active,07/04/2019
SGN-0584,D1-1,Street Name Sign,guide,TORONTO RD,39.798089,-89.648665,11th St,Toronto Rd,3,missing,07/04/2019,Type I,3M,90,W,87,,,,SUP-0249,u_channel,galvanized_steel,87,4,active,07/04/2019
SGN-0585,D1-1,Street Name Sign,guide,TORONTO RD,39.798089,-89.648665,11th St,Toronto Rd,3,active,07/04/2019,Type IX,3M,0,S,84,397,true,,SUP-0249,u_channel,galvanized_steel,87,4,active,07/04/2019
SGN-0586,R1-1,STOP,regulatory,STOP,39.822610,-89.619047,Meadowbrook Rd,Sangamon Ave,3,active,10/21/2017,Type I,Avery Dennison,0,S,80,,,,SUP-0250,u_channel,aluminum,82,4,active,10/21/2017
SGN-0587,D1-1,Street Name Sign,guide,SANGAMON AVE,39.822610,-89.619047,Meadowbrook Rd,Sangamon Ave,2,damaged,11/07/2020,Type III,3M,90,W,82,,,166,SUP-0250,u_channel,aluminum,82,4,active,10/21/2017
SGN-0588,W14-1,Dead End / No Outlet,warning,,39.821436,-89.605651,MacArthur Blvd,,3,active,12/11/2011,Type III,Avery Dennison,270,E,82,,,,SUP-0251,u_channel,aluminum,90,3,damaged,12/11/2011
SGN-0589,D1-1,Street Name Sign,guide,MACARTHUR BLVD,39.821436,-89.605651,MacArthur Blvd,,3,active,12/11/2011,Type III,3M,0,S,85,,,,SUP-0251,u_channel,aluminum,90,3,damaged,12/11/2011
SGN-0590,R1-1,STOP,regulatory,STOP,39.830431,-89.593556,Dirksen Pkwy,Stevenson Dr,3,active,11/17/2021,Type I,Avery Dennison,180,N,75,,,,SUP-0252,u_channel,aluminum,90,4,leaning,11/17/2021
SGN-0591,R1-3,Multi-Way Stop Plaque,regulatory,,39.830431,-89.593556,Dirksen Pkwy,Stevenson Dr,4,active,11/17/2021,Type IX,3M,180,N,83,362,true,,SUP-0252,u_channel,aluminum,90,4,leaning,11/17/2021
SGN-0592,D1-1,Street Name Sign,guide,STEVENSON DR,39.830431,-89.593556,Dirksen Pkwy,Stevenson Dr,5,active,09/17/2025,Type IX,3M,180,N,85,,,,SUP-0252,u_channel,aluminum,90,4,leaning,11/17/2021
SGN-0593,R1-1,STOP,regulatory,STOP,39.822349,-89.674505,Dirksen Pkwy,Toronto Rd,5,faded,09/13/2024,Type IX,3M,90,W,89,,,,SUP-0253,u_channel,galvanized_steel,81,5,damaged,09/13/2024
SGN-0594,R1-3,Multi-Way Stop Plaque,regulatory,,39.822349,-89.674505,Dirksen Pkwy,Toronto Rd,5,active,09/13/2024,Type XI,3M,90,W,84,,,,SUP-0253,u_channel,galvanized_steel,81,5,damaged,09/13/2024
SGN-0595,D1-1,Street Name Sign,guide,TORONTO RD,39.822349,-89.674505,Dirksen Pkwy,Toronto Rd,5,active,09/13/2024,Type XI,Avery Dennison,270,E,87,,,,SUP-0253,u_channel,galvanized_steel,81,5,damaged,09/13/2024
SGN-0596,R2-1,Speed Limit,regulatory,SPEED LIMIT 25,39.804843,-89.645650,Capitol Ave,,5,active,11/01/2019,Type III,3M,270,E,90,,,,SUP-0254,u_channel,aluminum,78,5,missing,05/16/2017
SGN-0597,D1-1,Street Name Sign,guide,CAPITOL AVE,39.804843,-89.645650,Capitol Ave,,4,active,05/16/2017,Type IX,3M,180,N,84,,,,SUP-0254,u_channel,aluminum,78,5,missing,05/16/2017
SGN-0598,R1-1,STOP,regulatory,STOP,39.799431,-89.641076,Wabash Ave,Stanford Ave,5,active,04/27/2025,Type IX,Avery Dennison,90,W,85,,,,SUP-0255,u_channel,galvanized_steel,81,4,active,03/25/2022
SGN-0599,D1-1,Street Name Sign,guide,STANFORD AVE,39.799431,-89.641076,Wabash Ave,Stanford Ave,3,active,03/25/2022,Type IX,,90,W,75,,,,SUP-0255,u_channel,galvanized_steel,81,4,active,03/25/2022
SGN-0600,W11-2,Pedestrian Crossing,warning,,39.805639,-89.645296,Adams St,11th St,5,active,11/13/2024,Type XI,3M,90,W,93,498,true,,SUP-0256,round_tube,galvanized_steel,76,5,active,11/27/2022
SGN-0601,R9-7,Pedestrian Crossing,regulatory,,39.805639,-89.645296,Adams St,11th St,5,active,10/18/2024,Type IX,3M,270,E,82,,,,SUP-0256,round_tube,galvanized_steel,76,5,active,11/27/2022
SGN-0602,R6-1,One Way (arrow),regulatory,ONE WAY,39.798648,-89.648083,Jefferson St,6th St,4,active,09/01/2021,Type IX,3M,90,W,89,,,,SUP-0257,u_channel,aluminum,91,4,active,09/01/2021
SGN-0603,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.798648,-89.648083,Jefferson St,6th St,3,active,09/01/2021,Type III,3M,90,W,86,,,,SUP-0257,u_channel,aluminum,91,4,active,09/01/2021
SGN-0604,R1-1,STOP,regulatory,STOP,39.787953,-89.626975,Chatham Rd,Sangamon Ave,3,active,08/23/2017,Type IX,3M,180,N,87,,,,SUP-0258,u_channel,aluminum,88,3,active,08/23/2017
SGN-0605,D1-1,Street Name Sign,guide,SANGAMON AVE,39.787953,-89.626975,Chatham Rd,Sangamon Ave,2,active,04/23/2022,Type III,3M,0,S,87,,,305,SUP-0258,u_channel,aluminum,88,3,active,08/23/2017
SGN-0606,R1-1,STOP,regulatory,STOP,39.822874,-89.650515,Stanford Ave,11th St,3,active,03/12/2018,Type IX,3M,180,N,82,,,,SUP-0259,square_tube,aluminum,82,2,rusted,03/12/2018
SGN-0607,R1-3,Multi-Way Stop Plaque,regulatory,,39.822874,-89.650515,Stanford Ave,11th St,4,active,03/12/2018,Type III,3M,0,S,81,173,true,,SUP-0259,square_tube,aluminum,82,2,rusted,03/12/2018
SGN-0608,R1-1,STOP,regulatory,STOP,39.785022,-89.627486,Clear Lake Ave,South Grand Ave,5,active,10/06/2013,Type III,Avery Dennison,270,E,85,,,,SUP-0260,round_tube,aluminum,80,2,active,10/06/2013
SGN-0609,R1-3,Multi-Way Stop Plaque,regulatory,,39.785022,-89.627486,Clear Lake Ave,South Grand Ave,3,active,10/06/2013,Type III,3M,180,N,83,97,true,,SUP-0260,round_tube,aluminum,80,2,active,10/06/2013
SGN-0610,D1-1,Street Name Sign,guide,SOUTH GRAND AVE,39.785022,-89.627486,Clear Lake Ave,South Grand Ave,1,faded,10/06/2013,Type I,3M,90,W,84,,,185,SUP-0260,round_tube,aluminum,80,2,active,10/06/2013
SGN-0611,S1-1,School Zone,school,SCHOOL ZONE,39.784257,-89.630593,Stanford Ave,Black Ave,1,damaged,01/03/2014,Type I,,180,N,85,,,310,SUP-0261,u_channel,galvanized_steel,93,3,active,01/03/2014
SGN-0612,S3-1,School Speed Limit,school,SCHOOL SPEED LIMIT 15,39.784257,-89.630593,Stanford Ave,Black Ave,3,active,01/03/2014,Type I,3M,180,N,89,,,,SUP-0261,u_channel,galvanized_steel,93,3,active,01/03/2014
SGN-0613,R1-1,STOP,regulatory,STOP,39.806412,-89.630737,Black Ave,Archer Elevator Rd,5,active,12/18/2024,Type XI,3M,180,N,83,,,,SUP-0262,u_channel,galvanized_steel,82,5,active,12/18/2024
SGN-0614,D1-1,Street Name Sign,guide,ARCHER ELEVATOR RD,39.806412,-89.630737,Black Ave,Archer Elevator Rd,4,removed,12/18/2024,Type III,3M,90,W,80,,,,SUP-0262,u_channel,galvanized_steel,82,5,active,12/18/2024
SGN-0615,R1-1,STOP,regulatory,STOP,39.801992,-89.645366,Jefferson St,11th St,4,active,09/25/2023,Type IX,3M,180,N,79,,,,SUP-0263,u_channel,aluminum,87,3,active,09/25/2023
SGN-0616,R1-3,Multi-Way Stop Plaque,regulatory,,39.801992,-89.645366,Jefferson St,11th St,3,active,09/25/2023,Type III,Avery Dennison,90,W,84,,,,SUP-0263,u_channel,aluminum,87,3,active,09/25/2023
SGN-0617,D1-1,Street Name Sign,guide,11TH ST,39.801992,-89.645366,Jefferson St,11th St,3,active,09/25/2023,Type XI,3M,270,E,88,,,,SUP-0263,u_channel,aluminum,87,3,active,09/25/2023
SGN-0618,D1-1,Street Name Sign,guide,11TH ST,39.801992,-89.645366,Jefferson St,11th St,5,active,09/25/2023,Type IX,,270,E,83,,,,SUP-0263,u_channel,aluminum,87,3,active,09/25/2023
SGN-0619,R1-1,STOP,regulatory,STOP,39.797239,-89.645192,Jefferson St,5th St,4,active,10/01/2017,Type III,,270,E,80,,,,SUP-0264,u_channel,galvanized_steel,85,3,damaged,10/01/2017
SGN-0620,D1-1,Street Name Sign,guide,5TH ST,39.797239,-89.645192,Jefferson St,5th St,3,active,10/01/2017,Type I,3M,0,S,87,,,,SUP-0264,u_channel,galvanized_steel,85,3,damaged,10/01/2017
SGN-0621,W3-1,Stop Ahead,warning,,39.792600,-89.644266,Jefferson St,White Oaks Ln,1,faded,11/06/2018,Type III,3M,270,E,87,131,true,279,SUP-0265,square_tube,galvanized_steel,82,4,missing,11/06/2018
SGN-0622,W16-7p,Arrow Plaque (auxiliary),warning,,39.792600,-89.644266,Jefferson St,White Oaks Ln,3,active,11/06/2018,Type III,3M,180,N,84,,,,SUP-0265,square_tube,galvanized_steel,82,4,missing,11/06/2018
SGN-0623,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.762109,-89.652093,Montvale Dr,Toronto Rd,3,active,11/04/2016,Type III,,90,W,86,,,,SUP-0266,u_channel,galvanized_steel,95,4,damaged,11/04/2016
SGN-0624,D1-1,Street Name Sign,guide,TORONTO RD,39.762109,-89.652093,Montvale Dr,Toronto Rd,4,active,11/04/2016,Type III,3M,180,N,87,,,,SUP-0266,u_channel,galvanized_steel,95,4,damaged,11/04/2016
SGN-0625,R1-1,STOP,regulatory,STOP,39.799648,-89.647850,Washington St,11th St,3,active,12/26/2016,Type I,3M,90,W,83,,,,SUP-0267,u_channel,galvanized_steel,83,3,leaning,12/26/2016
SGN-0626,D1-1,Street Name Sign,guide,11TH ST,39.799648,-89.647850,Washington St,11th St,3,active,12/26/2016,Type IX,3M,270,E,88,427,true,,SUP-0267,u_channel,galvanized_steel,83,3,leaning,12/26/2016
SGN-0627,R1-1,STOP,regulatory,STOP,39.800319,-89.640811,Adams St,Black Ave,3,active,12/26/2010,Type III,3M,0,S,82,,,,SUP-0268,u_channel,galvanized_steel,76,1,damaged,12/26/2010
SGN-0628,R1-3,Multi-Way Stop Plaque,regulatory,,39.800319,-89.640811,Adams St,Black Ave,2,active,02/28/2015,Type I,Avery Dennison,90,W,85,49,false,211,SUP-0268,u_channel,galvanized_steel,76,1,damaged,12/26/2010
SGN-0629,D1-1,Street Name Sign,guide,BLACK AVE,39.800319,-89.640811,Adams St,Black Ave,4,active,12/26/2010,Type III,Avery Dennison,90,W,83,,,,SUP-0268,u_channel,galvanized_steel,76,1,damaged,12/26/2010
SGN-0630,D1-1,Street Name Sign,guide,BLACK AVE,39.800319,-89.640811,Adams St,Black Ave,2,active,12/26/2010,Type I,3M,0,S,84,28,false,176,SUP-0268,u_channel,galvanized_steel,76,1,damaged,12/26/2010
SGN-0631,R1-1,STOP,regulatory,STOP,39.786672,-89.667182,Clear Lake Ave,Spring St,3,active,12/22/2019,Type I,Avery Dennison,90,W,81,,,,SUP-0269,round_tube,galvanized_steel,81,3,active,12/22/2019
SGN-0632,R1-3,Multi-Way Stop Plaque,regulatory,,39.786672,-89.667182,Clear Lake Ave,Spring St,4,removed,12/22/2019,Type I,3M,270,E,89,,,,SUP-0269,round_tube,galvanized_steel,81,3,active,12/22/2019
SGN-0633,D1-1,Street Name Sign,guide,SPRING ST,39.786672,-89.667182,Clear Lake Ave,Spring St,5,active,03/27/2025,Type XI,3M,90,W,85,,,,SUP-0269,round_tube,galvanized_steel,81,3,active,12/22/2019
SGN-0634,R1-1,STOP,regulatory,STOP,39.763375,-89.603258,Toronto Rd,Walnut St,2,faded,05/12/2022,Type III,3M,180,N,76,,,149,SUP-0270,square_tube,aluminum,87,4,active,05/12/2022
SGN-0635,D1-1,Street Name Sign,guide,WALNUT ST,39.763375,-89.603258,Toronto Rd,Walnut St,4,removed,05/12/2022,Type XI,3M,270,E,85,649,true,,SUP-0270,square_tube,aluminum,87,4,active,05/12/2022
SGN-0636,R1-1,STOP,regulatory,STOP,39.799303,-89.647086,5th St,Lindbergh Blvd,4,active,05/18/2019,Type IX,Avery Dennison,270,E,93,,,,SUP-0271,square_tube,aluminum,85,2,damaged,05/18/2019
SGN-0637,D1-1,Street Name Sign,guide,LINDBERGH BLVD,39.799303,-89.647086,5th St,Lindbergh Blvd,1,faded,05/18/2019,Type IX,3M,0,S,81,347,true,264,SUP-0271,square_tube,aluminum,85,2,damaged,05/18/2019
SGN-0638,R1-1,STOP,regulatory,STOP,39.798255,-89.649076,Jefferson St,5th St,4,active,03/31/2022,Type XI,3M,0,S,88,,,,SUP-0272,wall_mount,aluminum,98,4,active,03/31/2022
SGN-0639,D1-1,Street Name Sign,guide,5TH ST,39.798255,-89.649076,Jefferson St,5th St,4,active,03/31/2022,Type III,Avery Dennison,90,W,89,,,,SUP-0272,wall_mount,aluminum,98,4,active,03/31/2022
SGN-0640,R1-1,STOP,regulatory,STOP,39.802848,-89.644553,Monroe St,South Grand Ave,5,active,10/29/2024,Type IX,3M,0,S,87,,,,SUP-0273,u_channel,galvanized_steel,78,5,active,10/29/2024
SGN-0641,D1-1,Street Name Sign,guide,SOUTH GRAND AVE,39.802848,-89.644553,Monroe St,South Grand Ave,4,active,10/29/2024,Type XI,Avery Dennison,270,E,74,,,,SUP-0273,u_channel,galvanized_steel,78,5,active,10/29/2024
SGN-0642,S1-1,School Zone,school,SCHOOL ZONE,39.779982,-89.628844,Martin Luther King Dr,Stevenson Dr,5,active,03/17/2020,Type III,Avery Dennison,180,N,78,,,,SUP-0274,u_channel,galvanized_steel,78,2,leaning,01/09/2017
SGN-0643,S3-1,School Speed Limit,school,SCHOOL SPEED LIMIT 15,39.779982,-89.628844,Martin Luther King Dr,Stevenson Dr,3,active,01/09/2017,Type III,3M,90,W,83,102,true,,SUP-0274,u_channel,galvanized_steel,78,2,leaning,01/09/2017
SGN-0644,R1-1,STOP,regulatory,STOP,39.798547,-89.644550,Cook St,Adams St,3,active,01/29/2021,Type IX,Avery Dennison,90,W,81,,,,SUP-0275,square_tube,aluminum,86,2,active,01/29/2021
SGN-0645,R1-3,Multi-Way Stop Plaque,regulatory,,39.798547,-89.644550,Cook St,Adams St,5,active,03/18/2024,Type XI,Avery Dennison,0,S,87,718,true,,SUP-0275,square_tube,aluminum,86,2,active,01/29/2021
SGN-0646,D1-1,Street Name Sign,guide,ADAMS ST,39.798547,-89.644550,Cook St,Adams St,4,active,01/29/2021,Type III,3M,180,N,93,,,,SUP-0275,square_tube,aluminum,86,2,active,01/29/2021
SGN-0647,R1-1,STOP,regulatory,STOP,39.796756,-89.641142,Adams St,5th St,3,active,04/05/2019,Type IX,3M,0,S,88,424,true,,SUP-0276,u_channel,galvanized_steel,97,2,active,04/05/2019
SGN-0648,R1-3,Multi-Way Stop Plaque,regulatory,,39.796756,-89.641142,Adams St,5th St,5,active,04/05/2019,Type I,3M,270,E,89,,,,SUP-0276,u_channel,galvanized_steel,97,2,active,04/05/2019
SGN-0649,R1-1,STOP,regulatory,STOP,39.798377,-89.644167,Edwards St,11th St,4,active,03/16/2020,Type IX,Avery Dennison,0,S,86,,,,SUP-0277,u_channel,aluminum,87,4,active,01/24/2019
SGN-0650,D1-1,Street Name Sign,guide,11TH ST,39.798377,-89.644167,Edwards St,11th St,3,active,01/24/2019,Type IX,,90,W,94,468,true,,SUP-0277,u_channel,aluminum,87,4,active,01/24/2019
SGN-0651,R1-1,STOP,regulatory,STOP,39.750000,-89.637789,MacArthur Blvd,Adams St,3,active,09/22/2022,Type XI,,0,S,88,,,,SUP-0278,square_tube,galvanized_steel,84,3,active,12/31/2020
SGN-0652,D1-1,Street Name Sign,guide,ADAMS ST,39.750000,-89.637789,MacArthur Blvd,Adams St,5,active,06/12/2025,Type XI,3M,270,E,82,,,,SUP-0278,square_tube,galvanized_steel,84,3,active,12/31/2020
SGN-0653,W11-2,Pedestrian Crossing,warning,,39.797161,-89.643917,5th St,Cook St,5,active,04/12/2022,Type IX,3M,270,E,81,,,,SUP-0279,square_tube,aluminum,81,5,active,06/22/2019
SGN-0654,R9-7,Pedestrian Crossing,regulatory,,39.797161,-89.643917,5th St,Cook St,4,active,06/22/2019,Type III,3M,90,W,85,,,,SUP-0279,square_tube,aluminum,81,5,active,06/22/2019
SGN-0655,R6-1,One Way (arrow),regulatory,ONE WAY,39.796655,-89.643750,11th St,Jefferson St,5,active,10/28/2022,Type XI,Avery Dennison,0,S,84,,,,SUP-0280,square_tube,aluminum,82,5,active,10/28/2022
SGN-0656,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.796655,-89.643750,11th St,Jefferson St,5,active,10/28/2022,Type XI,3M,0,S,86,,,,SUP-0280,square_tube,aluminum,82,5,active,10/28/2022
